thoi_diem,t_unix,nhan,p_tong_w,nhiet_do_c,xung_mhz,quat_rpm,cpu_pct,throttled,p_0v8_aon_w,p_0v8_sw_w,p_1v1_sys_w,p_1v8_sys_w,p_3v3_adc_w,p_3v3_dac_w,p_3v3_sys_w,p_3v7_wl_sw_w,p_ddr_vdd2_w,p_ddr_vddq_w,p_hdmi_w,p_vdd_core_w
2026-09-13T20:33:11.982,1789306391.983,,6.6499,70.5,2400,8073,92.9,0x0,0.00287,0.26735,0.20573,0.36875,0.00241,0.00322,0.15467,0.22765,0.48101,0.01722,0.06533,4.85374
2026-09-13T20:33:13.018,1789306393.019,,5.6274,70.5,2400,8042,90.3,0x0,0.00311,0.31665,0.20962,0.35958,0.00282,0.00181,0.17054,0.20037,0.45148,0.01396,0.07013,3.82730
2026-09-13T20:33:14.050,1789306394.051,,6.5174,71.6,2400,8019,92.4,0x0,0.00302,0.21987,0.20719,0.33202,0.00281,0.00242,0.17677,0.18818,0.10451,0.00000,0.06267,5.21795
2026-09-13T20:33:15.084,1789306395.085,,6.7352,71.6,2400,8014,91.2,0x0,0.00297,0.32419,0.20639,0.37374,0.00241,0.00181,0.24441,0.23523,0.46824,0.03719,0.06531,4.77327
2026-09-13T20:33:16.114,1789306396.115,,4.5822,71.0,2400,8023,91.0,0x0,0.00287,0.31257,0.20639,0.40717,0.00281,0.00242,0.17717,0.19859,0.27715,0.01182,0.06139,2.92189
2026-09-13T20:33:17.144,1789306397.144,,4.9862,71.0,2400,7993,90.7,0x0,0.00306,0.24657,0.20781,0.43347,0.00281,0.00242,0.27994,0.20706,0.33275,0.00561,0.06318,3.20150
2026-09-13T20:33:18.174,1789306398.174,,8.5147,71.0,2400,7993,91.1,0x0,0.00297,0.22569,0.20504,0.35715,0.00282,0.00201,0.15081,0.05434,0.38660,0.00148,0.06691,7.05893
2026-09-13T20:33:19.206,1789306399.207,,7.2613,71.6,2400,8038,90.7,0x0,0.00297,0.28821,0.20660,0.34724,0.00281,0.00282,0.17712,0.18747,0.10624,0.00177,0.06249,5.87558
2026-09-13T20:33:20.238,1789306400.238,,9.1845,72.2,2400,8042,91.1,0x0,0.00302,0.22563,0.20350,0.37548,0.00281,0.00242,0.17968,0.19199,0.38552,0.00178,0.06394,7.54866
2026-09-13T20:33:21.376,1789306401.376,,8.7704,71.6,2400,8025,91.7,0x0,0.00297,0.25316,0.20680,0.38084,0.00241,0.00242,0.17410,0.21383,0.42021,0.01059,0.06621,7.03689
2026-09-13T20:33:22.402,1789306402.403,,8.5734,71.6,2400,8053,88.9,0x0,0.00306,0.28718,0.24426,0.35957,0.00261,0.00181,0.19644,0.19542,0.20840,0.00118,0.06727,7.00615
2026-09-13T20:33:23.436,1789306403.436,,9.2056,72.2,2400,8058,92.1,0x0,0.00302,0.24326,0.20680,0.35715,0.00282,0.00201,0.16784,0.19137,0.44425,0.00000,0.06701,7.52011
2026-09-13T20:33:24.467,1789306404.468,,5.5975,72.7,2400,8053,92.9,0x0,0.00292,0.29861,0.23258,0.33028,0.00281,0.00242,0.17049,0.05774,0.08800,0.00000,0.06609,4.34558
2026-09-13T20:33:25.499,1789306405.500,,4.8136,72.2,2400,7993,88.3,0x0,0.00297,0.25623,0.21090,0.45324,0.00281,0.00241,0.28324,0.20235,0.31496,0.01359,0.06144,3.00946
2026-09-13T20:33:26.532,1789306406.533,,8.3180,71.6,2400,8017,90.3,0x0,0.00287,0.32859,0.20632,0.37681,0.00141,0.00141,0.16718,0.19166,0.38053,0.02042,0.06669,6.57414
2026-09-13T20:33:27.562,1789306407.563,,6.7313,72.7,2400,8029,90.7,0x0,0.00301,0.31308,0.20733,0.33264,0.00301,0.00282,0.17400,0.05050,0.08620,0.00030,0.06500,5.49346
2026-09-13T20:33:28.595,1789306408.595,,8.3223,72.7,2400,8036,91.5,0x0,0.00307,0.31723,0.20552,0.38069,0.00282,0.00161,0.17049,0.22409,0.27583,0.00236,0.06473,6.67385
2026-09-13T20:33:29.630,1789306409.630,,6.9367,73.8,2400,8097,92.7,0x0,0.00292,0.24348,0.20438,0.32994,0.00281,0.00242,0.17092,0.18396,0.08219,0.00000,0.06386,5.64983
2026-09-13T20:33:30.662,1789306410.662,,5.4070,72.2,2400,8084,89.4,0x0,0.00287,0.31244,0.20484,0.36765,0.00241,0.00201,0.17044,0.24995,0.53210,0.01184,0.06918,3.48129
2026-09-13T20:33:31.690,1789306411.691,,4.5357,71.0,2400,8110,89.5,0x0,0.00268,0.30691,0.20337,0.37873,0.00282,0.00242,0.19317,0.19924,0.45225,0.00618,0.06180,2.72613
2026-09-13T20:33:32.727,1789306412.727,,5.3805,73.8,2400,8090,91.2,0x0,0.00311,0.32089,0.20632,0.38691,0.00281,0.00282,0.17044,0.06524,0.47879,0.00765,0.06655,3.66893
2026-09-13T20:33:33.759,1789306413.759,,9.0326,74.3,2400,8075,92.0,0x0,0.00302,0.22170,0.21506,0.42542,0.00281,0.00282,0.30110,0.16953,0.41306,0.01063,0.06804,7.19940
2026-09-13T20:33:34.789,1789306414.789,,6.4844,73.2,2400,8066,92.2,0x0,0.00302,0.23337,0.20747,0.34304,0.00281,0.00161,0.20271,0.16643,0.28787,0.01655,0.06449,4.95506
2026-09-13T20:33:35.818,1789306415.818,,4.3955,73.2,2400,7978,91.7,0x0,0.00311,0.30415,0.21721,0.40004,0.00301,0.00282,0.16746,0.00000,0.28192,0.01068,0.06989,2.93515
2026-09-13T20:33:36.850,1789306416.851,,6.3063,72.2,2400,7963,90.5,0x0,0.00297,0.26771,0.20552,0.39307,0.00281,0.00282,0.17647,0.00000,0.22500,0.00889,0.06403,4.95698
